MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SalePrice
2-STORY 1946+,RL,78,12011,,Lvl,CulDSac,0,1Fam,2Story,8,5,1998,1998,Gable,CompShg,BrkFace,530,4,3,PConc,4,3,2,6,956,1,0,130,1086,GasA,5,1,5,1086,838,1924,Attchd,1998,2,2,592,3,2,208,75,0,0,374,0,0,0,,June,2006,280000
SPLIT FOYER,RL,,7540,,Lvl,CulDSac,0,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,None,0,3,3,CBlock,4,3,2,6,773,1,0,115,888,GasA,5,1,5,912,0,912,Attchd,1978,2,2,470,3,2,0,0,0,0,192,0,0,3,,June,2007,156000
1-1/2 STORY FIN,RL,,9144,Pave,Lvl,Inside,0,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,399,1,0,484,883,GasA,4,1,5,988,517,1505,Detchd,1940,1,1,240,3,0,0,0,0,0,0,0,0,0,,July,2008,145000
SPLIT FOYER,RL,64,7301,,Lvl,Corner,0,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,BrkFace,500,4,3,Slab,0,0,0,0,0,0,0,0,0,GasA,5,1,5,495,1427,1922,BuiltIn,2003,2,2,672,3,2,0,0,177,0,0,0,0,0,,July,2009,198500
2-STORY PUD 1946+,RM,21,1680,,Lvl,Inside,0,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,BrkFace,510,3,3,CBlock,3,3,0,5,162,1,0,321,483,GasA,4,1,5,483,504,987,Detchd,1972,1,1,264,3,2,250,0,0,0,0,0,0,0,,May,2009,118000
2-STORY 1946+,RL,,18800,,Lvl,FR2,0,1Fam,2Story,6,5,1976,1976,Gable,CompShg,BrkFace,120,3,3,PConc,4,3,1,6,712,1,0,84,796,GasA,3,1,5,790,784,1574,Attchd,1976,3,2,566,3,2,306,111,0,0,0,0,0,0,,July,2006,190000
2-STORY 1945-,RM,59,10690,,Lvl,Inside,0,1Fam,2Story,5,7,1920,1997,Hip,CompShg,None,0,3,4,CBlock,3,2,0,3,456,1,0,216,672,GasA,4,1,4,672,672,1344,Detchd,1964,1,1,468,3,2,0,128,218,0,0,0,0,0,,July,2009,147000
1-STORY 1946+,RL,,9500,,Lvl,Inside,0,1Fam,1Story,6,5,1963,1963,Gable,CompShg,BrkFace,247,3,3,CBlock,4,3,0,4,609,1,0,785,1394,GasA,4,1,5,1394,0,1394,Attchd,1963,2,2,514,3,2,0,76,0,0,185,0,0,0,,July,2009,159000
SPLIT OR MULTI-LEVEL,RL,101,9150,,Lvl,Corner,0,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,BrkFace,305,3,3,CBlock,4,3,3,6,371,1,0,728,1099,GasA,4,1,5,1431,0,1431,Basment,1962,2,1,296,3,2,64,110,0,0,0,0,0,0,,Dec,2008,165000
1-STORY 1946+,RL,78,7800,,Lvl,Inside,0,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,200,3,3,PConc,3,3,0,2,540,1,0,728,1268,GasA,4,1,5,1268,0,1268,Attchd,1954,3,1,244,3,2,0,98,0,0,0,0,0,0,,Mar,2010,132000
1-STORY 1946+,RL,,9830,,Lvl,Corner,0,1Fam,1Story,5,7,1959,2006,Gable,CompShg,None,0,3,4,CBlock,3,3,0,5,72,3,258,733,1063,GasA,5,1,5,1287,0,1287,Detchd,1997,3,2,576,3,2,364,17,0,0,182,0,0,0,,Mar,2010,162000
2-STORY 1946+,RL,,8121,,Lvl,Inside,0,1Fam,2Story,6,5,2000,2000,Gable,CompShg,None,0,3,3,PConc,4,3,0,1,0,1,0,953,953,GasA,5,1,5,953,711,1664,Attchd,2000,2,2,460,3,2,100,40,0,0,0,0,0,0,,Jan,2006,172400
1-1/2 STORY FIN,RL,80,17120,,Lvl,Inside,0,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,None,0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,3,1,5,1120,468,1588,Detchd,1991,3,2,680,3,0,0,59,0,0,0,0,0,0,,July,2008,134432
1-STORY PUD 1946+,RL,50,7175,,Lvl,Inside,0,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,None,0,3,3,CBlock,4,3,0,5,623,3,121,0,744,GasA,3,1,5,752,0,752,Attchd,1984,1,1,264,3,2,353,0,0,0,90,0,0,3,,Feb,2010,125000
1-STORY 1946+,RL,79,10634,,Lvl,Inside,0,1Fam,1Story,5,6,1953,1953,Gable,CompShg,None,0,3,3,PConc,3,3,0,4,428,3,180,0,608,GasA,3,1,5,1319,0,1319,Attchd,1953,1,1,270,3,2,66,0,0,0,0,0,0,2,,Nov,2009,123000
2-STORY 1946+,RL,65,8200,,Lvl,Inside,0,1Fam,2Story,7,5,2003,2004,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,847,847,GasA,5,1,5,847,1081,1928,BuiltIn,2003,3,2,434,3,2,100,48,0,0,0,0,0,0,,July,2007,219500
1-STORY 1945-,RL,,10020,,Low,Inside,2,1Fam,1Story,1,1,1922,1950,Gable,CompShg,None,0,2,2,BrkTil,2,1,3,4,350,1,0,333,683,GasA,4,0,4,904,0,904,,1922,0,0,0,0,2,0,0,0,0,0,0,0,0,,Mar,2009,61000
SPLIT FOYER,RL,57,8846,,Lvl,CulDSac,0,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,298,1,0,572,870,GasA,5,1,5,914,0,914,Detchd,1998,1,2,576,3,2,0,0,0,0,0,0,0,0,,July,2006,148000
2-STORY 1946+,FV,102,11143,,Lvl,Corner,0,1Fam,2Story,8,5,2004,2005,Gable,CompShg,None,0,4,3,PConc,4,3,0,1,0,1,0,1580,1580,GasA,5,1,5,1580,886,2466,Attchd,2004,2,2,610,3,2,159,214,0,0,0,0,0,0,,Dec,2007,340000
1-STORY 1946+,RL,88,11394,,Lvl,Corner,0,1Fam,1Story,9,2,2010,2010,Hip,CompShg,Stone,350,4,3,PConc,5,3,2,6,1445,1,0,411,1856,GasA,5,1,5,1856,0,1856,Attchd,2010,3,3,834,3,2,113,0,0,0,0,0,0,0,,June,2010,394432
2-STORY 1946+,RL,60,8123,,Lvl,Inside,0,1Fam,2Story,6,5,2000,2000,Gable,CompShg,BrkFace,16,3,3,PConc,4,3,0,1,0,1,0,982,982,GasA,5,1,5,1007,793,1800,Attchd,2000,3,2,463,3,2,100,63,0,0,0,0,0,0,,June,2009,179000
1-1/2 STORY FIN,RL,50,5000,Pave,Lvl,Inside,0,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,2,218,1,0,808,1026,GasA,3,1,5,1026,665,1691,Detchd,1924,1,1,308,3,2,0,0,242,0,0,0,0,0,,May,2010,127000
1-STORY 1946+,FV,60,7200,Pave,Lvl,Inside,0,1Fam,1Story,7,5,2006,2006,Gable,CompShg,None,0,4,3,PConc,4,4,0,1,0,1,0,1293,1293,GasA,5,1,5,1301,0,1301,Attchd,2006,2,2,572,3,2,216,121,0,0,0,0,0,0,,Aug,2006,187750
2-STORY 1946+,RL,79,9245,,Lvl,Inside,0,1Fam,2Story,7,5,2006,2006,Gable,CompShg,None,0,4,3,PConc,4,3,2,1,0,1,0,939,939,GasA,5,1,5,939,858,1797,Attchd,2006,2,2,639,3,2,144,53,0,0,0,0,0,0,,Apr,2007,213500
1-1/2 STORY UNF,RH,60,9000,,Lvl,Corner,0,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,None,0,3,3,BrkTil,2,2,0,1,0,1,0,784,784,GasA,3,0,4,784,0,784,Detchd,1950,1,2,360,2,0,0,0,91,0,0,0,0,0,,Oct,2009,76000
2-STORY 1946+,RL,,53107,,Low,Corner,1,1Fam,2Story,6,5,1992,1992,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,985,1,0,595,1580,GasA,5,1,5,1079,874,1953,Attchd,1992,3,2,501,3,2,216,231,0,0,0,0,0,0,,June,2007,240000
1-STORY PUD 1946+,RL,43,3182,,Lvl,Inside,0,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,BrkFace,16,4,3,PConc,4,3,0,6,24,1,0,1232,1256,GasA,5,1,5,1269,0,1269,Attchd,2004,3,2,430,3,2,146,20,0,0,144,0,0,0,,Apr,2010,192000
1-1/2 STORY FIN,RL,58,8410,,Lvl,FR2,0,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,None,0,3,2,PConc,3,3,0,1,0,1,0,658,658,GasA,3,1,5,658,526,1184,,1910,0,0,0,0,0,0,151,0,0,0,0,0,0,,May,2006,81000
SPLIT OR MULTI-LEVEL,RL,72,7200,,Lvl,Inside,0,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,BrkFace,255,3,3,CBlock,3,3,2,5,631,1,0,410,1041,GasA,5,1,5,1125,0,1125,Detchd,1977,1,1,352,3,2,296,0,0,0,0,0,0,2,,Oct,2009,125000
1-STORY 1946+,RL,93,9382,,Lvl,CulDSac,0,1Fam,1Story,7,5,1999,2000,Gable,CompShg,BrkFace,125,4,3,PConc,4,3,0,1,0,1,0,1468,1468,GasA,5,1,5,1479,0,1479,Attchd,1999,2,2,577,3,2,120,25,0,0,0,0,0,0,,July,2008,191000
2-STORY 1946+,RL,96,12474,,Lvl,Inside,0,1Fam,2Story,10,5,2007,2008,Gable,CompShg,Stone,272,5,3,PConc,5,3,2,6,1280,1,0,402,1682,GasA,5,1,5,1742,590,2332,BuiltIn,2008,3,3,846,3,2,196,134,0,0,0,0,0,0,,Aug,2008,426000
1-1/2 STORY FIN,RL,50,8405,Grvl,Lvl,Inside,0,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,None,0,3,3,BrkTil,3,4,0,3,241,4,391,229,861,GasA,5,1,5,961,406,1367,Detchd,1978,1,1,384,3,2,0,130,112,0,0,0,0,3,,Apr,2008,119000
2-STORY 1946+,RL,71,12209,,Lvl,CulDSac,0,1Fam,2Story,6,5,2001,2002,Gable,CompShg,None,0,3,3,PConc,5,3,0,5,690,1,0,114,804,GasA,5,1,5,804,1157,1961,BuiltIn,2001,3,2,560,3,2,125,192,0,0,0,0,0,0,,June,2009,215000
1-STORY 1946+,RL,,8339,,Lvl,Inside,0,1Fam,1Story,5,7,1959,1959,Gable,CompShg,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,5,882,0,882,Attchd,1959,2,1,294,3,2,0,0,0,0,0,0,0,3,Shed,July,2007,106500
1-STORY 1945-,RL,,7446,,Lvl,Corner,0,1Fam,1Story,4,5,1941,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,3,266,1,0,522,788,GasA,3,1,4,788,0,788,,1941,0,0,0,0,2,0,0,0,0,0,0,0,2,,Apr,2006,100000
1-1/2 STORY FIN,RL,60,10134,,Lvl,Inside,0,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,735,735,GasA,4,1,4,735,299,1034,Detchd,1940,1,1,240,3,2,0,39,0,0,0,0,0,0,,July,2007,109000
1-STORY 1946+,RL,68,9571,,Lvl,Inside,0,1Fam,1Story,5,6,1956,1956,Gable,CompShg,None,0,3,3,CBlock,3,3,2,4,739,1,0,405,1144,GasA,3,1,5,1144,0,1144,Attchd,1956,1,1,596,3,2,44,0,0,0,0,0,0,0,,June,2010,129000
1-STORY 1946+,RL,60,7200,,Low,Inside,0,1Fam,1Story,5,5,1972,1972,Hip,CompShg,None,0,3,3,CBlock,3,3,2,3,777,1,0,117,894,GasA,3,1,5,894,0,894,Detchd,1985,2,2,600,3,2,215,0,0,0,0,0,0,0,,Sept,2009,123000
2-STORY 1946+,RL,69,7590,,Lvl,Inside,0,1Fam,2Story,5,5,1962,1962,Gable,CompShg,BrkFace,288,3,3,CBlock,3,3,0,5,540,1,0,324,864,GasA,3,1,5,876,936,1812,Attchd,1962,2,1,264,3,2,0,168,0,0,0,0,0,0,,July,2007,169500
1-STORY 1945-,RM,60,8967,,Lvl,Corner,0,1Fam,1Story,5,2,1920,1950,Gable,CompShg,None,0,3,2,BrkTil,2,1,0,1,0,1,0,961,961,GasA,4,1,1,1077,0,1077,Detchd,1920,1,1,338,1,0,0,0,0,0,0,0,0,0,,Nov,2007,67000
2-STORY 1946+,FV,65,8125,,Lvl,Inside,0,1Fam,2Story,7,5,2006,2007,Gable,CompShg,Stone,100,4,3,PConc,4,3,0,6,812,1,0,280,1092,GasA,5,1,5,1112,438,1550,Attchd,2007,3,2,438,3,2,0,168,0,0,0,0,0,0,,Oct,2009,241000
1-STORY PUD 1946+,RL,38,14963,,Lvl,Inside,0,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,None,0,4,3,PConc,4,3,0,6,786,1,0,474,1260,GasA,5,1,5,1288,0,1288,Attchd,1996,3,2,500,3,2,120,30,0,0,224,0,0,0,,Dec,2008,245500
1-STORY 1946+,RL,65,8767,,Lvl,Inside,0,1Fam,1Story,7,5,2005,2005,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,24,1,0,1286,1310,GasA,5,1,5,1310,0,1310,Attchd,2005,3,2,400,3,2,0,0,0,0,0,0,0,0,,July,2006,164990
1-STORY 1945-,RL,60,10200,,Lvl,Inside,0,1Fam,1Story,5,8,1940,1997,Gable,CompShg,None,0,3,3,PConc,3,3,0,1,0,1,0,672,672,GasA,5,1,5,672,0,672,Detchd,1940,1,1,240,3,0,168,0,0,0,0,0,0,4,,Aug,2008,108000
2-STORY 1946+,RL,93,12090,,Lvl,Corner,0,1Fam,2Story,8,5,1998,1998,Hip,CompShg,BrkFace,650,4,3,PConc,4,3,0,1,0,1,0,1141,1141,GasA,4,1,5,1165,1098,2263,BuiltIn,1998,3,2,420,3,2,144,123,0,0,0,0,0,0,,July,2006,258000
2-STORY 1946+,RL,,10364,,Lvl,Inside,0,1Fam,2Story,6,5,1995,1996,Gable,CompShg,None,0,3,3,PConc,4,3,0,1,0,1,0,806,806,GasA,4,1,5,806,766,1572,BuiltIn,1995,3,2,373,3,2,0,40,0,0,0,0,0,0,,May,2007,168000
1-STORY 1946+,RL,,9991,,Lvl,Corner,0,1Fam,1Story,4,4,1976,1993,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,1116,1,0,165,1281,GasA,5,1,5,1620,0,1620,Attchd,1993,1,2,490,3,2,120,78,0,0,0,0,0,2,,June,2009,150000
1-1/2 STORY FIN,RL,51,10480,,Lvl,Inside,0,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,1064,1064,GasA,5,1,4,1166,0,1639,Detchd,1936,1,1,240,3,2,0,0,0,0,0,0,0,0,,Mar,2008,115000
2-STORY 1945-,RL,63,15576,,Lvl,Inside,0,1Fam,2Story,6,7,1915,1976,Gable,CompShg,None,0,3,3,BrkTil,4,3,0,1,0,1,0,840,840,GasA,5,1,5,840,840,1680,Attchd,1960,1,1,308,3,2,0,0,160,0,0,0,0,0,,Mar,2008,177000
2-STORY 1946+,RL,109,14154,,Lvl,Corner,0,1Fam,2Story,7,5,2006,2006,Gable,CompShg,BrkFace,350,4,3,PConc,5,4,0,1,0,1,0,1063,1063,GasA,5,1,5,1071,1101,2172,Attchd,2006,2,3,947,3,2,192,62,0,0,0,0,0,0,,Aug,2007,280000
2-STORY 1946+,FV,85,10800,,Lvl,Inside,0,1Fam,2Story,8,5,2007,2008,Gable,CompShg,Stone,100,4,3,PConc,5,3,0,6,789,1,0,245,1034,GasA,5,1,5,1050,1028,2078,Attchd,2008,3,3,836,3,2,0,102,0,0,0,0,0,0,,Apr,2008,339750
1-STORY 1946+,RL,68,9571,,Lvl,Inside,0,1Fam,1Story,5,3,1958,1958,Gable,CompShg,None,0,3,2,CBlock,3,2,0,1,0,1,0,1276,1276,GasA,3,1,4,1276,0,1276,Attchd,1958,1,1,350,3,2,0,0,0,0,0,0,0,0,,June,2009,60000
2 FAMILY CONVERSION,RL,100,34650,,Bnk,Inside,0,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,None,0,3,3,CBlock,3,3,1,3,1056,1,0,0,1056,GasA,3,0,5,1056,0,1056,Attchd,1955,3,2,572,3,2,264,0,0,0,0,0,0,0,,Jan,2006,145000
1-STORY 1946+,FV,,4403,,Lvl,Inside,0,1Fam,1Story,7,5,2009,2009,Gable,CompShg,Stone,432,5,3,PConc,5,3,2,6,578,1,0,892,1470,GasA,5,1,5,1478,0,1478,Attchd,2009,3,2,484,3,2,0,144,0,0,0,0,0,0,,June,2010,222000
1-STORY 1945-,RM,56,8960,Grvl,Lvl,Inside,0,1Fam,1Story,5,6,1927,1950,Gable,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,1008,1008,GasA,4,1,4,1028,0,1028,Detchd,1927,1,2,360,3,2,0,0,130,0,0,0,0,0,,Mar,2010,115000
2-STORY 1946+,RL,59,11228,,Lvl,CulDSac,0,1Fam,2Story,7,5,1993,1993,Gable,CompShg,None,0,4,3,PConc,4,3,0,4,50,6,531,499,1080,GasA,5,1,5,1080,1017,2097,Attchd,1993,1,3,678,3,2,196,187,0,0,0,0,0,0,,Dec,2008,228000
1-STORY 1946+,RL,73,8899,,Lvl,Inside,0,1Fam,1Story,7,5,2007,2007,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,24,1,0,1316,1340,GasA,5,1,5,1340,0,1340,Attchd,2007,3,2,396,3,2,100,30,0,0,0,0,0,0,,Aug,2007,181134
2-STORY 1946+,RL,74,7844,,Lvl,Inside,0,1Fam,2Story,6,7,1978,1978,Hip,CompShg,BrkFace,203,3,3,CBlock,3,3,0,5,209,1,0,463,672,GasA,3,1,5,672,728,1400,Attchd,1978,3,2,440,3,2,0,0,0,0,0,0,0,0,,Mar,2006,149500
2-STORY 1945-,RL,86,22420,,Lvl,Inside,0,1Fam,2Story,6,6,1918,1950,Hip,CompShg,None,0,3,3,BrkTil,4,3,0,4,1128,1,0,242,1370,GasW,3,0,4,1370,1254,2624,Detchd,1918,1,3,864,3,0,0,0,0,0,0,0,0,0,,Nov,2007,239000
1-1/2 STORY FIN,RL,60,8160,,Lvl,Inside,0,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,5,312,1,0,444,756,GasA,2,0,3,756,378,1134,Detchd,1940,1,1,240,3,1,0,0,0,0,0,0,0,0,,Apr,2007,126000
1-STORY 1946+,RL,65,8450,,Lvl,Inside,0,1Fam,1Story,5,6,1968,1968,Gable,CompShg,None,0,3,3,CBlock,3,3,0,4,775,1,0,281,1056,GasA,5,1,5,1056,0,1056,Attchd,1968,1,1,304,3,2,0,85,184,0,0,0,0,0,,July,2010,142000
DUPLEX,RM,78,7060,,Lvl,Inside,0,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,BrkFace,200,3,4,PConc,4,4,3,6,1309,1,0,35,1344,GasA,5,1,5,1344,0,1344,Attchd,1997,3,4,784,3,2,0,0,0,0,0,0,0,0,,Nov,2008,206300
1-STORY 1946+,RL,,16635,,Lvl,FR2,0,1Fam,1Story,6,7,1977,2000,Gable,CompShg,Stone,126,4,3,CBlock,4,3,0,5,1246,1,0,356,1602,GasA,4,1,5,1602,0,1602,Attchd,1977,3,2,529,3,2,240,0,0,0,0,0,0,0,,June,2009,215000
1-STORY 1946+,RL,100,21750,,HLS,Inside,1,1Fam,1Story,5,5,1954,1954,Hip,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,988,988,GasA,5,1,4,988,0,988,Attchd,1954,2,2,520,3,0,0,0,0,0,0,0,0,0,,Feb,2008,113000
2-STORY 1946+,RL,80,9200,,Lvl,Inside,0,1Fam,2Story,8,5,1998,1998,Gable,CompShg,BrkFace,473,4,3,PConc,4,3,0,6,986,1,0,484,1470,GasA,4,1,5,1470,1160,2630,Attchd,1998,3,3,696,3,2,0,66,0,0,0,0,0,0,,June,2008,315000
1-STORY 1946+,RL,72,9000,,Lvl,Inside,0,1Fam,1Story,6,5,1956,1956,Gable,CompShg,BrkFace,74,3,3,CBlock,4,3,0,2,616,1,0,580,1196,GasA,4,1,4,1196,0,1196,Attchd,1956,2,1,297,3,2,0,44,0,0,0,0,0,0,,May,2008,139000
2-STORY 1946+,RM,60,3378,Grvl,HLS,Inside,0,1Fam,2Story,7,8,1946,1992,Gable,CompShg,None,0,3,4,CBlock,3,3,0,1,0,1,0,651,651,GasA,4,1,5,707,682,1389,Detchd,1947,1,1,240,3,1,0,0,126,0,0,0,0,0,,Sept,2009,135000
SPLIT OR MULTI-LEVEL,RL,,12800,,Low,Inside,1,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,BrkFace,145,4,3,PConc,4,3,3,6,1518,1,0,0,1518,GasA,4,1,5,1644,0,1644,Attchd,1989,3,2,569,3,2,80,0,0,0,396,0,0,0,,Aug,2009,275000
1-STORY 1946+,RL,77,8593,,Lvl,Inside,0,1Fam,1Story,4,6,1957,1957,Hip,CompShg,None,0,3,3,CBlock,3,3,0,3,288,1,0,619,907,GasA,5,1,5,907,0,907,Detchd,1964,1,1,352,3,2,0,0,0,0,0,0,0,0,,July,2008,109008
1-STORY 1946+,RL,64,6762,,Lvl,Inside,0,1Fam,1Story,7,5,2007,2007,Gable,CompShg,BrkFace,108,4,3,PConc,4,3,0,6,664,1,0,544,1208,GasA,5,1,5,1208,0,1208,Attchd,2007,2,2,628,3,2,105,54,0,0,0,0,0,0,,Sept,2007,195400
1-STORY 1946+,RL,130,11457,,Lvl,Corner,0,1Fam,1Story,6,5,1988,1988,Gable,CompShg,None,0,3,3,CBlock,4,3,1,6,1005,1,0,387,1392,GasA,3,1,5,1412,0,1412,Attchd,1988,1,2,576,3,2,0,0,169,0,0,0,0,0,,Mar,2009,175000
2-STORY PUD 1946+,RM,21,1680,,Lvl,Inside,0,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,BrkFace,232,3,3,CBlock,3,3,0,5,387,1,0,96,483,GasA,3,1,5,483,504,987,Detchd,1971,1,1,264,3,2,0,0,0,0,0,0,0,0,,July,2008,85400
1-1/2 STORY FIN,RM,60,5586,,Bnk,Inside,0,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,None,0,3,3,BrkTil,3,3,0,1,0,1,0,901,901,GasA,4,1,5,1088,110,1198,,1920,0,0,0,0,0,0,98,0,0,0,0,0,3,,Sept,2008,79900
2-STORY PUD 1946+,RM,24,1920,,Lvl,Inside,0,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,BrkFace,376,3,3,CBlock,3,3,0,5,471,1,0,294,765,GasA,5,1,5,765,600,1365,Detchd,1971,1,2,440,3,2,240,36,0,0,0,0,0,0,,Aug,2007,122500
2-STORY 1946+,RL,100,10839,,Lvl,Corner,0,1Fam,2Story,6,5,1997,1998,Gable,CompShg,None,0,3,3,PConc,4,3,0,1,0,1,0,926,926,GasA,5,1,5,926,678,1604,Attchd,1997,3,2,470,3,2,0,36,0,0,0,0,0,0,,July,2008,181000
MULTILEVEL PUD,RM,21,1890,,Lvl,Inside,0,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,None,0,3,4,CBlock,4,3,2,5,495,1,0,135,630,GasA,4,1,5,630,0,630,,1972,0,0,0,0,2,88,0,0,0,0,0,0,0,,June,2008,81000
2-STORY 1946+,RL,43,10667,,Lvl,CulDSac,0,1Fam,2Story,7,6,1996,1996,Gable,CompShg,None,0,4,3,PConc,4,3,2,6,385,5,344,70,799,GasA,5,1,5,827,834,1661,Attchd,1996,2,2,550,3,2,158,61,0,0,0,0,0,0,,Apr,2009,212000
1-1/2 STORY FIN,RM,40,4400,,Lvl,Inside,0,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,None,0,3,3,BrkTil,2,3,0,1,0,1,0,648,648,GasA,3,1,4,734,384,1118,Detchd,1990,1,2,440,3,2,0,0,0,0,0,0,0,0,,Oct,2006,116000
1-1/2 STORY UNF,RM,50,6000,,Lvl,Inside,0,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,None,0,4,3,PConc,3,3,0,1,0,1,0,884,884,GasA,4,1,5,904,0,904,Detchd,1926,1,1,180,3,2,0,0,105,0,0,0,0,0,,Jan,2009,119000
1-STORY 1945-,RL,40,4280,,Lvl,Inside,0,1Fam,1Story,5,6,1913,2002,Gable,CompShg,None,0,3,3,PConc,3,3,0,2,365,1,0,75,440,GasA,3,0,5,694,0,694,Detchd,1990,1,1,352,4,1,0,0,34,0,0,0,0,3,,Mar,2007,90350
1-1/2 STORY FIN,RL,67,12354,Grvl,Lvl,Corner,0,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,None,0,3,3,BrkTil,3,2,1,1,0,1,0,684,684,GasA,4,1,5,684,512,1196,Detchd,2005,1,2,528,3,2,0,46,0,0,0,0,0,4,Shed,Aug,2009,110000
1-STORY 1946+,RL,105,15431,,Lvl,Inside,0,1Fam,1Story,10,5,2008,2008,Hip,CompShg,Stone,200,5,3,PConc,5,3,3,6,1767,5,539,788,3094,GasA,5,1,5,2402,0,2402,Attchd,2008,3,3,672,3,2,0,72,0,0,170,0,0,0,,Apr,2009,555000
DUPLEX,RL,92,12108,,Lvl,Inside,0,Duplex,1Story,4,4,1955,1955,Gable,CompShg,BrkFace,270,3,3,CBlock,3,3,0,5,133,1,0,1307,1440,GasA,3,0,3,1440,0,1440,,1955,0,0,0,0,2,0,0,0,0,0,0,0,0,,Sept,2008,118000
1-1/2 STORY FIN,RM,52,6240,,Lvl,Inside,0,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,None,0,3,3,PConc,3,3,0,1,0,1,0,1078,1078,GasA,3,1,5,1128,445,1573,Detchd,1930,1,2,360,3,1,0,0,0,0,0,0,0,0,,June,2008,162900
1-STORY PUD 1946+,RL,53,3922,,Lvl,Inside,0,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,BrkFace,72,4,3,PConc,5,3,2,1,0,1,0,1258,1258,GasA,5,1,5,1258,0,1258,Attchd,2007,3,3,648,3,2,144,16,0,0,0,0,0,0,,June,2007,172500
2-STORY 1946+,RL,70,8750,,Lvl,Inside,0,1Fam,2Story,7,5,1994,1995,Gable,CompShg,None,0,4,4,PConc,4,3,0,6,642,1,0,273,915,GasA,5,1,5,933,975,1908,Attchd,1994,1,2,493,3,2,144,133,0,0,0,0,0,0,,July,2008,210000
1-STORY 1946+,RL,73,9855,,Lvl,Corner,0,1Fam,1Story,6,5,1956,1956,Hip,CompShg,None,0,3,3,CBlock,3,3,0,1,0,1,0,1436,1436,GasA,2,1,5,1689,0,1689,Attchd,1956,1,2,480,3,2,0,0,0,0,0,0,0,3,,Nov,2009,127500
1-STORY 1946+,RL,137,16492,,Lvl,Corner,0,1Fam,1Story,6,6,1966,2002,Gable,CompShg,None,0,4,3,CBlock,3,3,0,5,247,3,713,557,1517,GasA,5,1,5,1888,0,1888,Attchd,1966,3,2,578,3,2,0,0,0,0,0,0,0,0,,June,2010,190000
